0,1,2
分裂,0.428893006,36
魔兽,0.427120387,36
王牌贱谍：格林斯比,0.426762376,36
复仇者联盟2：奥创纪元,0.422961586,36
晨曦将至,0.420941702,36
王牌特工：特工学院,0.41864287,36
荒野猎人,0.418070913,36
日子,0.417645219,36
佩小姐的奇幻城堡,0.414347091,36
侏罗纪世界,0.414220248,36
弗兰兹,0.413751311,36
垫底辣妹,0.412689211,36
印度合伙人,0.412660631,36
流浪猫鲍勃,0.409724983,36
加勒比海盗5：死无对证,0.409625449,36
爆裂鼓手,0.408794193,36
乐高蝙蝠侠大电影,0.407825957,36
过昭关,0.407500314,36
我失去了身体,0.406011819,36
每分钟120击,0.396663085,36
2020去死,0.394145063,36
起跑线,0.393237433,36
猎凶风河谷,0.392527163,36
以女儿之名,0.391884322,36
疯狂原始人,0.388962675,36
解救吾先生,0.388226266,36
有话好好说,0.386631568,36
阿凡达,0.386138491,36
花椒之味,0.384905195,36
年轻气盛,0.383761521,36
十万个冷笑话2,0.383214742,36
推销员,0.383056797,36
刻在你心底的名字,0.381893886,36
死无对证,0.381568023,36
最好的我们,0.381568023,36
辩护人,0.381095285,36
好梦一日游,0.378617631,36
爱宠大机密,0.378562284,36
电锯惊魂8：竖锯,0.378501799,36
极限职业,0.377614661,36
擦一擦你那满腹经纶的道貌岸然,0.377020196,36
烈日灼心,0.376968995,36
星际迷航3：超越星辰,0.3756687,36
最长一枪,0.374738488,36
瑞士军刀男,0.374532314,36
育蝇奇谭,0.37368164,36
春宵苦短，少女前进吧！,0.373641835,36
女间谍,0.373156288,36
魔弦传说,0.372802163,36
我爱你,0.372015393,36
布达佩斯大饭店,0.371981825,36
小委托人,0.371025374,36
极寒之城,0.370147857,36
阿德尔曼夫妇,0.368899105,36
山河故人,0.368524114,36
猜火车2,0.366472179,36
天才少女,0.366118188,36
城市之光,0.365957258,36
欢乐好声音,0.364606391,36
恶人传,0.36344293,36
模仿游戏,0.362840954,36
猎杀T34,0.360572584,36
保持沉默,0.360204338,36
海上钢琴师,0.359433631,36
巴比龙,0.359016165,36
独自在夜晚的海边,0.35742451,36
云中行走,0.356867079,36
小萝莉的猴神大叔,0.356427391,36
沃伦,0.355003175,36
濑户内海,0.353840634,36
金发男子,0.352466354,36
学区房72小时,0.35159636,36
爱在午夜降临前,0.351505541,36
这里的黎明静悄悄,0.351134136,36
蜂鸟,0.349783855,36
秘密特工,0.349366799,36
云图,0.349039818,36
日日是好日,0.348139319,36
指环王1：护戒使者,0.348006625,36
浅田家！,0.347420596,36
菊石,0.346843756,36
亲爱的,0.346313695,36
间谍之桥,0.345014571,36
暗杀,0.344079584,36
追捕野蛮人,0.343284712,36
火锅英雄,0.341634075,36
六欲天,0.34128397,36
七武士,0.340312119,36
十二公民,0.340291907,36
与神同行：罪与罚,0.340080202,36
将来的事,0.337938777,36
万物理论,0.337887776,36
人生密密缝,0.337476999,36
闪灵,0.336106215,36
新秩序,0.333491286,36
大卫·戈尔的一生,0.331619907,36
银河护卫队,0.33069999,36
冰雪奇缘,0.330107526,36
迈阿密的一夜,0.329877887,36
小Q,0.32775412,36
小森林 夏秋篇,0.326664262,36
雄狮,0.32605892,36
阿修罗,0.32571648,36
沉默的教室,0.325073096,36
金属之声,0.324986767,36
寒战2,0.324502686,36
菊次郎的夏天,0.323532438,36
老男孩,0.323443397,36
心房客,0.322603743,36
龙猫,0.321757229,36
豪勇七蛟龙,0.319737315,36
龙珠超：布罗利,0.319161754,36
X战警：逆转未来,0.318724473,36
暗战,0.317045557,36
路边野餐,0.316953888,36
比得兔,0.316016215,36
末日逃生,0.31518141,36
催眠·裁决,0.315114912,36
福尔摩斯小姐：失踪的侯爵,0.314941752,36
何塞,0.313177454,36
太阳之子,0.312666898,36
一条狗的使命,0.312611449,36
恐怖直播,0.311288663,36
今夜在浪漫剧场,0.311286926,36
埃舍尔街的红色邮筒,0.310692194,36
盗梦空间,0.309136678,36
村戏,0.308718163,36
我是路人甲,0.307708846,36
星球大战7：原力觉醒,0.307327481,36
所言所行,0.306416441,36
活着,0.305930272,36
宣告黎明的露之歌,0.30524333,36
速度与激情8,0.304959435,36
触不可及,0.304476781,36
小王子,0.304051003,36
天才捕手,0.30400452,36
特工,0.303877537,36
超能陆战队,0.303822381,36
地雷区,0.303305185,36
破风,0.303268644,36
黑暗面,0.30322134,36
一个父亲的寻子之路,0.303105371,36
白日梦想家,0.302595123,36
倩女幽魂,0.302149773,36
金福南杀人事件始末,0.302137421,36
从邪恶中拯救我,0.301343517,36
帝一之国,0.299772378,36
蓝色列车,0.299542263,36
行骗天下JP：浪漫篇,0.299493016,36
独立日,0.29933716,36
硬核亨利,0.299027967,36
邻居,0.298254462,36
鬼魅浮生,0.297827929,36
海蒂和爷爷,0.296522843,36
再次出发之纽约遇见你,0.296501362,36
熊出没·狂野大陆,0.295493958,36
摇摆狂潮,0.295428566,36
银翼杀手,0.295329646,36
无名女尸,0.295084882,36
X战警：第一战,0.292735245,36
丹麦女孩,0.292109631,36
海洋奇缘,0.291689634,36
遇见你之前,0.29108328,36
黄海,0.290453062,36
骗子,0.28881782,36
无敌破坏王,0.286365219,36
实习生,0.284244983,36
王牌保镖,0.282204645,36
再见吧！少年,0.281988293,36
初恋这首情歌,0.281616915,36
绿洲,0.281492324,36
伦敦一家人,0.281046493,36
隧道,0.278935206,36
飞鹰艾迪,0.278679942,36
千与千寻,0.278454579,36
我，机器人,0.278228245,36
恐袭波士顿,0.277473745,36
亲爱的新年好,0.275748297,36
玫瑰岛的不可思议的历史,0.275668103,36
东京教父,0.274832926,36
鲨滩,0.273402165,36
家有喜事,0.272784507,36
思悼,0.272605999,36
老妇人,0.271437491,36
美丽人生,0.2702537,36
7号房的礼物,0.269468506,36
幸运是我,0.269279019,36
告白,0.269217141,36
野马,0.268937931,36
唐顿庄园,0.268909331,36
香肠派对,0.268837215,36
斯隆女士,0.267449003,36
上帝之国,0.267252945,36
哈利·波特与混血王子,0.266620442,36
蓝调天后,0.266400905,36
大饿,0.264735821,36
美国队长2,0.263645256,36
时空恋旅人,0.263464833,36
霍比特人3：五军之战,0.262304708,36
滚蛋吧！肿瘤君,0.262172033,36
碟中谍5：神秘国度,0.261290994,36
喜丧,0.260810888,36
百鸟朝凤,0.259628821,36
被解救的姜戈,0.257461143,36
少年派的奇幻漂流,0.255939621,36
哆啦A梦：大雄的月球探险记,0.255446618,36
超人总动员,0.255375826,36
发财日记,0.253744506,36
西游记之再世妖王,0.253497872,36
2001太空漫游,0.252346474,36
愤怒的小鸟,0.251736207,36
冒牌上尉,0.250271253,36
希望的另一面,0.250263824,36
控方证人,0.249219499,36
哈利·波特与阿兹卡班的囚徒,0.248597504,36
逃跑,0.247773212,36
黑衣人,0.247138392,36
我的个神啊,0.246308694,36
射雕英雄传之东成西就,0.244678215,36
季春奶奶,0.244596583,36
阿飞正传,0.244499369,36
奎迪,0.242537462,36
我是谁：没有绝对安全的系统,0.242049229,36
许愿神龙,0.241338752,36
哈利·波特与死亡圣器(上),0.240356929,36
钢的琴,0.240317604,36
我们的世界,0.240136901,36
八恶人,0.239851775,36
厕所英雄,0.239711523,36
小森林 冬春篇,0.239076379,36
少女佳禾,0.238429255,36
罪之声,0.238422185,36
铁雨,0.238133804,36
触不可及(美版),0.237508389,36
打开心世界,0.236947179,36
养家之人,0.236570257,36
指环王2：双塔奇兵,0.236039608,36
精灵旅社2,0.235398457,36
千钧一发,0.235359701,36
末路狂花,0.23510915,36
那些年，我们一起追的女孩,0.234825717,36
太空救援,0.233112357,36
人工智能,0.232762747,36
我能说,0.231089046,36
午夜巴黎,0.230006365,36
崖上的波妞,0.229192144,36
一次别离,0.229013815,36
喜剧之王,0.228916949,36
莫娣,0.228709459,36
危机13小时,0.228017526,36
超新约全书,0.227353911,36
情诗,0.227147793,36
克里斯托弗·罗宾,0.226568941,36
鼠胆英雄,0.226343541,36
超脱,0.22612554,36
亲爱的她,0.225995421,36
灼人秘密,0.225960952,36
游戏之夜,0.225708235,36
哈利·波特与死亡圣器(下),0.225568962,36
无手的少女,0.225568962,36
哆啦A梦：大雄的新恐龙,0.225445008,36
阿黛尔的生活,0.225352738,36
万箭穿心,0.22455998,36
当怪物来敲门,0.224512419,36
啊，荒野 后篇,0.224180093,36
回到未来,0.224049158,36
八月处子,0.223752704,36
蝙蝠侠：黑暗骑士崛起,0.223338473,36
第九区,0.22290928,36
企鹅公路,0.222618349,36
南巫,0.222213542,36
三个老枪手,0.222146956,36
饮食男女,0.221783685,36
肖申克的救赎,0.221097841,36
朝花夕誓,0.220207702,36
一江春水向东流,0.220011603,36
毕业舞会,0.219931426,36
幸福终点站,0.218850942,36
熔炉,0.218768147,36
侧耳倾听,0.218763023,36
国家破产之日,0.218445161,36
大红灯笼高高挂,0.218227895,36
不能说的游戏,0.217899185,36
信笺故事,0.216223959,36
深夜食堂2,0.215998361,36
变脸,0.215561983,36
85年盛夏,0.214476313,36
孙子从美国来,0.213125573,36
致所有我曾爱过的男孩,0.212642338,36
地心营救,0.212384977,36
猫鼠游戏,0.209889856,36
没有过不去的年,0.209539721,36
巴霍巴利王2：终结,0.209361826,36
野马分鬃,0.208892315,36
爱与怪物,0.207948867,36
驯龙高手2,0.207793413,36
官方机密,0.207294126,36
别对映像研出手！,0.206933519,36
亚瑟王：斗兽争霸,0.206206067,36
复仇者联盟,0.20611545,36
情书,0.205601163,36
教授与疯子,0.205494474,36
天空之城,0.20509693,36
血腥地狱,0.204214993,36
爱丽丝梦游仙境2：镜中奇遇记,0.203889305,36
起风了,0.203282404,36
线,0.203121486,36
决胜时刻,0.202817935,36
穷途鼠的奶酪梦,0.202684597,36
全职高手之巅峰荣耀,0.201699094,36
指环王3：王者无敌,0.200545008,36
末日崩塌,0.200409418,36
小岛惊魂,0.200165312,36
初恋这件小事,0.200130416,36
肌肤,0.200064684,36
末代皇帝,0.199401099,36
大话西游之月光宝盒,0.199384347,36
小男孩,0.197067595,36
重庆森林,0.197062803,36
爱在日落黄昏时,0.196480656,36
谍影重重,0.196472486,36
怪兽电力公司,0.195514909,36
老手,0.193615174,36
霍比特人2：史矛革之战,0.193219505,36
霍比特人1：意外之旅,0.193219505,36
杀人回忆,0.193219505,36
会计刺客,0.19313216,36
猜火车,0.193115511,36
杀破狼2,0.192801572,36
征途,0.192465719,36
哈尔的移动城堡,0.191520955,36
朝颜,0.191037503,36
作家的谎言：笔忠诱罪,0.190840912,36
英雄本色,0.19068368,36
飞奔去月球,0.190369655,36
西葫芦的生活,0.189971359,36
杀人者的记忆法,0.189552458,36
艾达，怎么了？,0.189545511,36
速度与激情5,0.189458969,36
坏孩子的天空,0.189341091,36
卡萨布兰卡,0.189036572,36
钢铁侠,0.188860328,36
最佳出价,0.188048688,36
奇奇怪怪：整容液,0.187924345,36
千年女优,0.187814401,36
局内人,0.186513353,36
致命ID,0.18590817,36
大闹天宫,0.185477248,36
阿甘正传,0.185297041,36
哈利·波特与魔法石,0.184832416,36
元首偷走了粉兔子,0.184268944,36
一树梨花压海棠,0.183721342,36
男与女,0.183613023,36
芬妮的旅程,0.183507028,36
幸运电梯,0.183448561,36
当幸福来敲门,0.183115916,36
怪胎,0.182278726,36
钢琴家,0.182183455,36
记忆碎片,0.181252591,36
喊·山,0.18048637,36
赛车总动员3：极速挑战,0.17996796,36
海滩的一天,0.179548016,36
谢里,0.179377824,36
哈利·波特与凤凰社,0.179340164,36
公牛历险记,0.179200121,36
删除历史,0.179060214,36
酒神小姐,0.178474402,36
有熊谷守一在的地方,0.177407498,36
功夫,0.17705345,36
黑道与家族,0.176980108,36
达拉斯买家俱乐部,0.176669464,36
龙门相,0.17645121,36
黑天鹅,0.175950586,36
穆赫兰道,0.175907424,36
功夫熊猫3,0.175877101,36
蓝色大门,0.175861082,36
回魂夜,0.175545115,36
蝴蝶效应,0.174562684,36
午夜天空,0.174169095,36
让他们说吧,0.173732205,36
猎谎者,0.173384238,36
追凶十九年,0.17286015,36
孤儿怨,0.172418334,36
徐福,0.172331561,36
大鱼,0.17168389,36
狗眼看人心,0.171604072,36
寻汉计,0.17129775,36
社交网络,0.170999054,36
契克,0.170979738,36
完美普通家庭,0.170947717,36
反贪风暴4,0.170586957,36
茶馆,0.170529632,36
马柔本宅秘事,0.17036358,36
现在去见你,0.170175617,36
海洋之歌,0.170175182,36
英雄本色2,0.169982314,36
天际行者,0.169909537,36
美国诉比莉·哈乐黛,0.169747793,36
卡罗尔,0.169543372,36
黑客帝国,0.168676049,36
非常嫌疑犯,0.168662004,36
蝙蝠侠：龙之魂,0.167991887,36
美丽心灵,0.167775943,36
朗读者,0.166732358,36
无罪谋杀：科林尼案,0.166439675,36
美食总动员,0.16536251,36
她房间里的云,0.165302098,36
妈妈和七天的时间,0.16521009,36
极盗者,0.164752388,36
误杀瞒天记,0.164539878,36
最佳导演,0.163923121,36
江湖无难事,0.16277609,36
小森林,0.161598735,36
让子弹飞,0.161124446,36
一条狗的使命2,0.160278425,36
这个男人来自地球,0.159226624,36
神探夏洛克：可恶的新娘,0.157994391,36
伸冤人2,0.157994391,36
故事的故事,0.157933979,36
幽灵公主,0.157285914,36
神探,0.156947404,36
明日边缘,0.156727193,36
看不见的女人,0.156351662,36
风声,0.155753192,36
砍人快乐,0.155747397,36
领袖水准,0.155621404,36
柏林亚历山大广场,0.155541678,36
西伯利亚,0.155541678,36
女教师,0.155277355,36
穿条纹睡衣的男孩,0.155178037,36
摩登时代,0.154342568,36
灵魂摆渡·黄泉,0.152794745,36
风之谷,0.151733249,36
楚门的世界,0.15103234,36
致命弯道,0.150883931,36
美国丽人,0.150213669,36
后天,0.150061293,36
色，戒,0.15000977,36
明日的我与昨日的你约会,0.149682079,36
爱在黎明破晓前,0.149119346,36
红高粱,0.148910143,36
东京物语,0.148893836,36
天堂电影院,0.148483434,36
让他走,0.148407025,36
感化院,0.148192711,36
名侦探柯南：绯色的不在场证明,0.147967364,36
希望,0.147967364,36
工作细胞：细胞大作战,0.147301247,36
我是传奇,0.147301247,36
亚当,0.146807779,36
和莎莫的500天,0.14677276,36
啊，荒野 前篇,0.14670245,36
我去哪儿？,0.14670245,36
搏击俱乐部,0.145747807,36
小鞋子,0.145548257,36
第六感,0.145540088,36
完美的世界,0.145479675,36
音乐家,0.14447335,36
驭风男孩,0.14447335,36
发条橙,0.143991901,36
源代码,0.143399569,36
马卡卢索往事,0.142966294,36
蜡笔小新：新婚旅行飓风之遗失的野原广志,0.142563774,36
妈妈咪鸭,0.142300177,36
岁月神偷,0.140967518,36
低俗小说,0.140664921,36
谍影重重2,0.140224858,36
食神,0.139597721,36
无间道3：终极无间,0.13861529,36
沉默东京,0.138506612,36
女生要革命,0.138506612,36
马尔科姆与玛丽,0.138506612,36
鬼灭之刃 剧场版 无限列车篇,0.138506612,36
神奇队长,0.13845987,36
无邪,0.138346757,36
我的一级兄弟,0.138262807,36
捍卫者,0.138262807,36
名侦探柯南：贝克街的亡灵,0.137683974,36
我身体里的那个家伙,0.137562705,36
猩球崛起,0.137360157,36
九三年夏天,0.137310865,36
花样年华,0.136998056,36
一袋弹子,0.136772546,36
谍影重重3,0.136379764,36
妇女参政论者,0.136255758,36
驯龙高手,0.136253719,36
放牛班的春天,0.136253719,36
老无所依,0.136253719,36
欢乐时光,0.136217153,36
变形金刚,0.136167254,36
他是龙,0.135966448,36
哈利·波特与密室,0.135928068,36
兴安岭猎人传说,0.13588165,36
沿路而下,0.13588165,36
毒贩大妈,0.13588165,36
极乐,0.13588165,36
悲喜交加,0.13588165,36
三振集团英语托业班,0.13588165,36
航海王之黄金城,0.135481613,36
萤火之森,0.135429847,36
一生有你2019,0.135429847,36
唐伯虎点秋香,0.13528831,36
新龙门客栈,0.13528831,36
无间道2,0.13528831,36
世纪大劫案,0.135215533,36
溺水小刀,0.134646138,36
罗生门,0.134411348,36
电锯惊魂,0.134411348,36
忠爱无言,0.134137047,36
喜宴,0.133532404,36
正义协会：二战,0.133297883,36
信使,0.133297883,36
白虎,0.133297883,36
我很在乎,0.133297883,36
叔叔,0.133297883,36
试着死了一次,0.133103022,36
青蛇,0.132840274,36
约翰之子,0.132814849,36
歌声缘何慢半拍,0.132768985,36
为奴十二年,0.132456288,36
冰峰暴,0.132194876,36
碟中谍4,0.131832417,36
飞屋环游记,0.131832417,36
圣人莫德,0.131326033,36
玛丽和马克思,0.130692375,36
百万美元宝贝,0.130282448,36
惊魂记,0.130282448,36
蝙蝠侠：黑暗骑士,0.129530046,36
十二怒汉,0.129096118,36
春光乍泄,0.129096118,36
小戏骨：放开那三国,0.128881804,36
一代宗师,0.128034986,36
黑客帝国2：重装上阵,0.127804837,36
海吉拉,0.127561494,36
较量2,0.127561494,36
凶宅怪谈,0.127457403,36
红猪,0.126910909,36
迷盲,0.126071232,36
纵横四海,0.125861146,36
炙热,0.125148825,36
哆啦A梦：伴我同行2,0.123974674,36
Jose与虎与鱼们,0.123966504,36
触礁,0.123906092,36
开始,0.123906092,36
夏夜骑士,0.123906092,36
杀戮都市：O,0.123757169,36
无名战士,0.123403021,36
穿普拉达的女王,0.123300387,36
通往春天的列车,0.123300387,36
雨中曲,0.123083454,36
明天会好的,0.123052131,36
秦明·生死语者,0.122774738,36
白云之下,0.122560424,36
犯罪都市,0.121690819,36
撞车,0.12138796,36
蓝宇,0.121159869,36
三傻大闹宝莱坞,0.120066655,36
无人区,0.119702957,36
裂流,0.119447758,36
永恒美人,0.119447758,36
书店,0.117330356,36
怪物之子,0.116974827,36
宝莲灯,0.116974827,36
我是山姆,0.116886839,36
浪矢解忧杂货店,0.115806533,36
胜利号,0.115516973,36
国王的演讲,0.114751425,36
血战摩苏尔,0.113985519,36
人造怪物,0.113985519,36
叫我第一名,0.113611383,36
虎口脱险,0.11355986,36
无耻混蛋,0.112995519,36
云上情歌,0.112892012,36
汉尼拔,0.112669436,36
秒速5厘米,0.112669436,36
魂断蓝桥,0.112577428,36
你是凶手,0.112577428,36
昆虫总动员2——来自远方的后援军,0.112455122,36
我们永不言弃,0.112455122,36
证人,0.112363114,36
潘多拉,0.110964861,36
海底总动员,0.109342456,36
黑客帝国3：矩阵革命,0.109297897,36
机器人总动员,0.1092672,36
月球,0.1092672,36
新星,0.10850476,36
咿嘞呜！,0.10850476,36
夏日往事,0.108434473,36
血钻,0.107434175,36
总有一天,0.105389643,36
诺丁山,0.104765549,36
宝贝老板,0.104765549,36
弱点,0.104757379,36
恐龙当家,0.104696967,36
生化危机,0.103774948,36
廊桥遗梦,0.103774948,36
金矿,0.103568803,36
苏州河,0.102616861,36
汉南夏日,0.102616861,36
普罗旺斯的夏天,0.102070373,36
碟仙,0.101420116,36
名侦探柯南：通向天国的倒计时,0.101234064,36
房间里的成年人,0.100985035,36
所有死者,0.100916454,36
甲方乙方,0.100699775,36
七宗罪,0.100699775,36
小黄人大眼萌,0.100479564,36
野梨树,0.100447968,36
海莲娜：画布人生,0.100180914,36
金陵十三钗,0.099929854,36
哆啦A梦：伴我同行,0.099929854,36
牯岭街少年杀人事件,0.099805848,36
恐怖游轮,0.099717344,36
沉默的羔羊,0.098930408,36
九品芝麻官,0.0988384,36
窃听风暴,0.098823416,36
天使爱美丽,0.098823416,36
贫民窟的百万富翁,0.098823416,36
霸王别姬,0.098823416,36
异形,0.098823416,36
喋血战士,0.097845729,36
如影随心,0.097176607,36
飞越疯人院,0.097118841,36
乱世佳人,0.096812761,36
杀死比尔2,0.096390364,36
怦然心动,0.095588444,36
勇敢的心,0.095496436,36
魔女宅急便,0.094402114,36
小鬼当家,0.094402114,36
剪刀手爱德华,0.094402114,36
香水,0.094402114,36
东邪西毒：终极版,0.094402114,36
鹿鼎记2：神龙教,0.094402114,36
赎罪,0.093628639,36
如晴天，似雨天,0.093628639,36
阿薇尔与虚构世界,0.093628639,36
侏罗纪公园,0.092697539,36
碟中谍,0.092646208,36
哈利·波特与火焰杯,0.092646208,36
玩具总动员3,0.092646208,36
玩具总动员,0.092646208,36
电锯惊魂2,0.092646208,36
学徒,0.092584425,36
完美陌生人(西班牙版),0.092431894,36
澄沙之味,0.092055527,36
发掘,0.091604032,36
无间道,0.091167142,36
素媛,0.091167142,36
东邪西毒,0.091167142,36
死亡诗社,0.091075134,36
天下无贼,0.091075134,36
笑傲江湖2：东方不败,0.091075134,36
黑执事：豪华客船篇,0.090454821,36
亚特兰蒂斯,0.090454821,36
追杀胖老爹,0.090454821,36
为你取名的那一天,0.090454821,36
浪潮,0.09003592,36
甜蜜蜜,0.089319228,36
绿里奇迹,0.089319228,36
老爸102岁,0.089319228,36
精灵王座,0.089319228,36
美国往事,0.087795603,36
泰坦尼克号,0.087764906,36
两杆大烟枪,0.086039697,36
忠犬八公的故事,0.082280823,36
银魂,0.082280823,36
教父,0.080456336,36
五尺天涯,0.080132136,36
德黑兰禁忌,0.079720795,36
行走距离,0.07890718,36
神偷奶爸,0.078301515,36
明天的记忆,0.07814376,36
窗里的女人,0.07814376,36
氧气危机,0.07814376,36
智能大反攻,0.07814376,36
冷血悍将,0.07814376,36
乐园之夜,0.07814376,36
人数之町,0.07814376,36
你的眼睛在追问,0.07814376,36
克劳德夫人,0.07814376,36
巴布与斯塔尔的维斯塔德尔玛之旅,0.07814376,36
威利的游乐园,0.07814376,36
企鹅布鲁姆,0.07814376,36
校园大逃杀,0.07814376,36
格洛丽亚在路上,0.07814376,36
我死之日,0.07814376,36
星期三消失了,0.07814376,36
躯壳,0.07814376,36
恋途未卜,0.07814376,36
脚步,0.07814376,36
北斋,0.07814376,36
疯狂的石头,0.077477643,36
在乎你,0.077477643,36
国产凌凌漆,0.077477643,36
辛德勒的名单,0.077321122,36
杀死比尔,0.076459144,36
利兹与青鸟,0.074801843,36
疯狂的赛车,0.073880213,36
飓风营救,0.073880213,36
冰川时代4,0.073880213,36
冰川时代3,0.073880213,36
黑鹰坠落,0.072740171,36
游戏人生 零,0.072740171,36
傲慢与偏见,0.072740171,36
南法撩妹记,0.072740171,36
失恋反攻队,0.072740171,36
非分熟女,0.072740171,36
看不见的小孩,0.072740171,36
我不是王毛,0.072124307,36
大话西游之大圣娶亲,0.071143914,36
卧虎藏龙,0.071143914,36
上帝之城,0.071143914,36
鲍勃的圣诞礼物,0.069823604,36
鸣鸟不飞：乌云密布,0.069823604,36
自杀小队：严厉惩罚,0.069823604,36
第三将来时,0.069823604,36
童年的许诺,0.069823604,36
检察官外传,0.069823604,36
宇宙中最明亮的屋顶,0.069823604,36
杀掉它，然后离开这个小镇,0.069823604,36
由宇子的天平,0.069823604,36
秀美人生,0.068426907,36
海底总动员2：多莉去哪儿,0.064822534,36
狼少年,0.064822534,36
同步,0.064822534,36
登月荒言,0.064822534,36
捕鲸男孩,0.064822534,36
异国阴宅,0.060362851,36
恋爱谈,0.060362851,36
幸运钥匙,0.060362851,36
致所有的男孩：爱你永远,0.060362851,36
碧蓝之海,0.060362851,36
如何成为好妻子,0.060362851,36
茧,0.060362851,36
罗马假日,0.057952204,36
致命魔术,0.057952204,36
功夫熊猫,0.057952204,36
红辣椒,0.057952204,36
哪吒闹海,0.057952204,36
E.T. 外星人,0.057952204,36
云端之上,0.057952204,36
回到过去拥抱你,0.057952204,36
一百零八,0.057952204,36
一切如你,0.057952204,36
八子,0.057952204,36
双鱼陨石,0.05773789,36
命运之夜——天之杯Ⅱ：迷失之蝶,0.05773789,36
红鳉鱼,0.05773789,36
担保,0.05773789,36
传奇的诞生,0.05773789,36
法医宋慈,0.05773789,36
狐妖小红娘剧场版：下沙,0.05773789,36
狂鼠列车,0.05773789,36
卡斯特纳与小星期二,0.05773789,36
热血狂花,0.05773789,36
十八个礼物,0.05773789,36
哦！文姬,0.05773789,36
北京女子图鉴之整容大师,0.05773789,36
婆罗多,0.05773789,36
狐妖小红娘剧场版：千颜,0.05773789,36
狐妖小红娘剧场版：月红篇,0.05773789,36
狐妖小红娘剧场版：王权富贵,0.05773789,36
灿烂人生,0.056247629,36
荒岛余生,0.056247629,36
我们的父辈,0.056247629,36
阴声,0.056247629,36
灵魂暴风雪,0.056247629,36
租来的朋友,0.056247629,36
托米莉斯女王,0.055154122,36
760号犯人,0.055154122,36
贩肤走卒,0.055154122,36
乡下人的悲歌,0.055154122,36
蝙蝠侠：家庭之死,0.055154122,36
生日卡片,0.055154122,36
独一无二的伊万,0.055154122,36
来日方长,0.055154122,36
江湖医生,0.055154122,36
红月,0.055154122,36
夏日国度,0.055154122,36
超人：明日之子,0.055154122,36
驯鹰者的崛起,0.055154122,36
意大利制造,0.055154122,36
解放·终局营救,0.055154122,36
辛弃疾1162,0.055154122,36
萤火虫之墓,0.054717232,36
可可西里,0.054717232,36
玩具总动员2,0.054717232,36
真爱至上,0.054717232,36
禁闭岛,0.054717232,36
胭脂扣,0.054717232,36
白雪公主和七个小矮人,0.054717232,36
火影忍者剧场版：博人传,0.054717232,36
马拉萨尼亚32号鬼宅,0.054717232,36
西西里的美丽传说,0.054625224,36
终结者2：审判日,0.054625224,36
逗爱熊仁镇,0.054625224,36
大地,0.054625224,36
平静,0.054625224,36
破浪而出,0.054625224,36
未见莲华,0.054625224,36
鬼子来了,0.051345693,36
点点星光,0.051345693,36
红星照耀中国,0.051345693,36
前奏,0.045830913,36
回声,0.045830913,36
成为简·奥斯汀,0.045822744,36
心灵捕手,0.045822744,36
新年前夜,0.045822744,36
神偷奶爸2,0.045762332,36
陨落,0.045762332,36
夜曲,0.045762332,36
我想藏起来,0.045762332,36
北京女子图鉴之助理女王,0.045762332,36
干燥的风,0.045762332,36
管道,0.045762332,36
教父2,0.044213176,36
教父3,0.044213176,36
加勒比海盗2：聚魂棺,0.043682226,36
Hello！树先生,0.043682226,36
魔发奇缘,0.043682226,36
地球上的星星,0.043682226,36
天堂的张望,0.043682226,36
反击,0.043682226,36
丘奇先生,0.04176514,36
断背山,0.040871212,36
一呼一吸,0.040871212,36
本杰明·巴顿奇事,0.040871212,36
超新星,0.040871212,36
内战前,0.040871212,36
入殓师,0.040107839,36
命运之夜——天之杯Ⅰ：恶兆之花,0.040107839,36
辣手保姆2：女王蜂,0.040107839,36
神弃之地,0.040107839,36
平行森林,0.040107839,36
记忆之夜,0.040107839,36
怪兽大学,0.037430303,36
穿越时空的少女,0.037430303,36
闻香识女人,0.03644991,36
功夫熊猫2,0.03644991,36
战争之王,0.03644991,36
名侦探柯南：引爆摩天楼,0.03644991,36
查理和巧克力工厂,0.03644991,36
我的野蛮女友,0.03644991,36
集结号,0.03644991,36
冰川时代5：星际碰撞,0.03644991,36
冰川时代,0.03644991,36
听说,0.03644991,36
忠犬八公物语,0.03644991,36
赌神,0.03644991,36
终结者,0.03644991,36
最幸福的季节,0.03644991,36
巴霍巴利王：开端,0.03644991,36
白牙,0.03644991,36
美人皮,0.03644991,36
命运理发师,0.03644991,36
珍布,0.03644991,36
未怀孕,0.03644991,36
太阳照常升起,0.034694004,36
天书奇谭,0.034694004,36
蒂凡尼的早餐,0.034694004,36
你看起来好像很好吃,0.034694004,36
内在美,0.034694004,36
我们的故事,0.034694004,36
青年警察,0.034694004,36
告别前的30分钟,0.034694004,36
丧钟：骑士与龙 大电影,0.034694004,36
小公女,0.034694004,36
婚姻故事,1.651889479,37
风平浪静,1.624355086,37
流浪地球,1.577688947,37
我和我的祖国,1.549357723,37
唐人街探案,1.533645031,37
小丑,1.526892504,37
绿皮书,1.520964022,37
网络谜踪,1.428539312,37
我不是药神,1.411338148,37
八佰,1.400635228,37
波西米亚狂想曲,1.377882311,37
寻梦环游记,1.377302559,37
紧急救援,1.357686226,37
海王,1.356103636,37
痛苦与荣耀,1.351987394,37
第十一回,1.345713687,37
摄影机不要停！,1.343006002,37
无名之辈,1.342404082,37
哪吒之魔童降世,1.324884126,37
一个明星的诞生,1.321181883,37
无双,1.316599247,37
